Nom de famille;Nom de fournisseur;Nom de produit;Date ANDEVA;Date INRS;info date (1,2,3,4,5,6,7,8);Type d'amiante;Type d'utilisation;Nouveau nom
Revêtements de sols en dalles ou en rouleaux;AMSTRONG CORK;EXCELON TRAVERT;07/1982;;;;;
Revêtements de sols en dalles ou en rouleaux;GERLAND;GERFLOR;07/1982;;;;;
Revêtements de sols en dalles ou en rouleaux;GERLAND;GERFLOR SRS;;;;;;
Revêtements de sols en dalles ou en rouleaux;GERLAND SOLS ET REVETEMENTS;GERFLOR 600;07/1981;1979;;;;
Revêtements de sols en dalles ou en rouleaux;GERLAND SOLS ET REVETEMENTS;GERFLOR 900;07/1981;1979;;;;
Revêtements de sols en dalles ou en rouleaux;GERLAND SOLS ET REVETEMENTS;GERFLOR 1100;07/1981;;;;;
Revêtements de sols en dalles ou en rouleaux;GERLAND SOLS ET REVETEMENTS;GERFLOR 1200;07/1981;;;;;
Revêtements de sols en dalles ou en rouleaux;GERLAND SOLS ET REVETEMENTS;GERFLOR 4000;1979;1980;;;;
Revêtements de sols en dalles ou en rouleaux;GERLAND SOLS ET REVETEMENTS;GERFLOR SR;1980;1979;;;;
Revêtements de sols en dalles ou en rouleaux;GERLAND SOLS ET REVETEMENTS;GERFLOR SRS;1980;1979;;;;
Revêtements de sols en dalles ou en rouleaux;SARLINO;NOVILON;1979;;;;;
Revêtements de sols en dalles ou en rouleaux;PATURET-DUBOIS et FILS;PADUSOL;07/1978;;;;;
Revêtements de sols en dalles ou en rouleaux;DEUTSCHE LINOLEUM;PLASTINO RELIEF;01/1995;;;;;
Revêtements de sols en dalles ou en rouleaux;DEUTSCHE LINOLEUM;PREAFLEX;10/1977;;;;;
Revêtements de sols en dalles ou en rouleaux;STE DU LINOLEUM;PREFLEX;07/1981;;;;;
Revêtements de sols en dalles ou en rouleaux;GERLAND;VALSOL SUPER;11/1988;;;;;
Revêtements de sols en dalles ou en rouleaux;GRIFFINE MARECHAL;VENILIA;;;;;;
Revêtements de sols en dalles ou en rouleaux;GRIFFINE MARECHAL;VENILIA ROMAGNE;07/1987;;;;;
Revêtements de sols en dalles ou en rouleaux;GRIFFINE MARECHAL;VINYLE AMIANTE;;;;;;
Portes;ISBA/FERODO;BLOC PORTE AVEC PANOCELL;;;;;;
Portes;LUTERMAX-STIMEX;BLOC PORTE PICAL;;;;;;
Portes;LUTERMAX-STIMEX;ASBETOLUX;;;;;;
Portes;LUTERMAX-STIMEX;PROMABEST;;;;;;
Portes;COUCHEROUX;ISOFEU;;;;;;
Portes;MINEUR-BECOURT;PORTES COULISSANTES ET PIVOTANTES AVEC PICAL;;;;;;
Portes;KRIEG et ZIVY;PORTE PALIERE;;;;;;
Portes;PRIM/STE;PLASTIQUES RENFORCES PORTE PALIERE AVEC COTON D'AMIANTE;;;;;;
Chaudières;;AIRLEC;;;;;;
Chaudières;;APPLIMO;;;;;;
Chaudières;;AUER;;;;;;
Chaudières;CALDER;(CARTON d'AMIANTE);1975;;;;;
Chaudières;BAUKNECHT;(PLAQUES);1981;;;;;
Chaudières;BOULLET;(PANNEAU CENTRAL);;;;;;
Chaudières;;CAMPA;;;;;;
Chaudières;;CIE EUROP. ELECRO. THER;;;;;;
Chaudières;;DE DIETRICH THERMIQUE;;;;;;
Chaudières;DEVILLE;JOINTS;1990;;;;;
Chaudières;;LAIDET;;;;;;
Chaudières;;STE NOUVELLE LEMERCIER;;;;;;
Chaudières;NOIROT;(RESISTANCE SUR AMIANTE);1982;;;;;
Chaudières;;SERMES SIEMENS;;;;;;
Chaudières;;STIEBEL ELTRON France;;;;;;
Chaudières;;THERMEREM;;;;;;
Chaudières;;THERMOR;1985;;;;;
Chaudières;;VERGER DELPORTE;;;;;;
Portes d ascenseur;SBM/SCHMID-BRUNETON-MORIN;(AMIANTE CAOUTCHOUTE);;;;;;
Portes d ascenseur;;MATHER + PLATT WORMALD;;;;;;
Portes d ascenseur;LUNMINY GATTI BOUZO;(ASBESTOLUX);;;;;;
Portes d ascenseur;BOULLET;(ASBESTOLUX ASBESTING);;;;;;
Portes d ascenseur;FORMICA;(FEUILLE D'AMIANTE);;;;;;
Portes d ascenseur;SATM;RIDEAU COUPE FEU;;;;;;
Portes d ascenseur;SATM;(FEUILLE D'AMIANTE ENTRE ACIER ONDULE);;;;;;
Portes d ascenseur;GATTI;LUMINY;;;;;;
Portes d ascenseur;GATTI;(ASBESTOLUX);;;;;;
Portes d ascenseur;PEIGNEN;(PANOCELLL);;;;;;
Portes d ascenseur;ROUX-COMBALUZIER (SCHINDLER);(PANOCELLL);;;;;;
Portes d ascenseur;GUBRI-PORTAVIA;(PANOCELL, MARINITE, ASBESTOLUX);;;;;;
Portes d ascenseur;ASCINTER-OTIS;(PICAL);;;;;;
Portes d ascenseur;BON ET NAGA;(PICAL);;;;;;
Portes d ascenseur;DRECK;(PICAL);;;;;;
Portes d ascenseur;FICHET BAUCHE;(PICAL);;;;;;
Portes d ascenseur;FRIMEX;(PICAL);;;;;;
Portes d ascenseur;MINEUR-BECOURT;(PICAL);;;;;;
Portes d ascenseur;POLYPLAC;(PICAL);;;;;;
Portes d ascenseur;RENITEX;(PICAL);;;;;;
Portes d ascenseur;ATEMO;(PLAQUES D'AMOSITE);;;;;;
Portes d ascenseur;PORTAVIA;voir GUBRI;;;;;;
Portes d ascenseur;BICHON-RAYNAL;PORTE BR;;;;;;
Portes d ascenseur;SCHINDLER;PORTE D'ASCENSEUR AVEC CARTON D'AMIANTE;;;;;;
Radiateurs;;AIRLEC;;;;;;
Radiateurs;;APPLIMO;;;;;;
Radiateurs;;AUER;;;;;;
Radiateurs;CADLER;(CARTON D'AMIANTE);1975;;;;;
Radiateurs;BOULLET;(PANNEAU CENTRAL);;;;;;
Radiateurs;BAUKNECHT;(PLAQUES);1981;;;;;
Radiateurs;;CAMPA;;;;;;
Radiateurs;;Cie EUROP. ELECTRO THER.;;;;;;
Radiateurs;;DE DIETRICH THERMIQUE;;;;;;
Radiateurs;DEVILLE;(JOINTS);1990;;;;;
Radiateurs;;LAIDET;;;;;;
Radiateurs;;STE NOUV. LERMERCIER;;;;;;
Radiateurs;NOIROT;(RESISTANCE SUR AMIANTE);1982;;;;;
Radiateurs;;SERMES;;;;;;
Radiateurs;;SIEMENS;;;;;;
Radiateurs;;STIEBEL ELTRON FRANCE;;;;;;
Radiateurs;;THERMEREN;;;;;;
Radiateurs;;THERMOR;1985;;;;;
Radiateurs;;VERGER DELPORTE;;;;;;
