Nom de famille;Nom de fournisseur;Nom de produit;Date ANDEVA;Date INRS;info date (1,2,3,4,5,6,7,8);Type d'amiante;Type d'utilisation;Nouveau nom;Classe supérieure
PRODUCT;;VEROC;;;;;;;
PRODUCT;;VERPALUX;;;;;;;
Panneau;ISOVER ST-GOBAIN;VERTIBEL xxy (si x = 8 ou 9);1981;;5;Amiante;;;
PRODUCT;CIB;VETISOL VENTEL;oct-86;;;;;;
Plan;ETERNIT;VULCAL;juin-96;;3;Chrysotile;;;
Panneau;JOHNS-MANVILLE SA;WALLBOARD;févr-79;;3;Amiante;;;
PRODUCT;MANVILLE DE FRANCE;WALLBOARD;nov-77;;;;;;
PRODUCT;BITULAC;ALWAYS ELASTIC H;1994;;1;Chrysotile;;;
PRODUCT;BITULAC;ALWAYS ELASTIC M;1994;;1;Chrysotile;;;
PRODUCT;BITULAC;ALWAYS ELASTIC P;1994;;1;Chrysotile;;;
PRODUCT;BITULAC;ARVYL HB FINITION;1995;;5;Chrysotile;;;
PRODUCT;BITULAC;ARVYL HB INTERMEDIAIRE;1995;;5;Chrysotile;;;
Joint Bitumineux;BITUMastic;BITUJOINT;environ 1991;;1;Amiante;;;Joint
PRODUCT;BITULAC;BITULATEX 583;1994;0,1;Chrysotile;;;;
PRODUCT;BITULAC;BITULATEX 583 101 S;1986;;5;Chrysotile;;;
PRODUCT;BITULAC;BITULATEX 583 HPE;1994;;5;Chrysotile;;;
PRODUCT;BITULAC;BITULATEX 684 2E;1995;;5;Chrysotile;;;
PRODUCT;BITULAC;BITULATEX 684 R;1987;;5;Chrysotile;;;
PRODUCT;BITULAC;BITULATEX 684 TI;1995;;5;Chrysotile;;;
PRODUCT;BITULAC;BITULATEX 684 TR;1995;;1;Chrysotile;;;
PRODUCT;BITULAC;BITULATEX STANDARD;1994;;1;Chrysotile;;;
PRODUCT;BITULAC;BITULATEX STANDARD CIMENT EP;1983;;5;Chrysotile;;;
PRODUCT;BITULAC;BITULATEX STANDARD EP;1985;;5;Chrysotile;;;
PRODUCT;BITULAC;BITULATEX STANDARD N° 2;1981;;5;Chrysotile;;;
PRODUCT;BITULAC;BITULATEX STANDARD VP;1983;;5;Chrysotile;;;
Enduit bitumineux;BITUMastic;BITUMastic CF;environ 1991;;1;Amiante;;;Enduit
Enduit bitumineux;BITUMastic;BITUMastic CFi;environ 1991;;1;Amiante;;;Enduit
Etanchéité;BITUMastic;BITUMAT;environ 1991;;1;Amiant;;;
Peinture;BITULAC;BITUSEALAC EG;1983;;5;Chrysotile;;;
Peinture;BITULAC; BITUSEALAC KS;KS IMPRESSION;1994;;1;Chrysotile;;
Peinture;BITULAC;BITUSEALAC SPC;1995;;1;Chrysotile;;;
Peinture;BITULAC;BITUSEALAC SR;1985;;5;Chrysotile;;;
Peinture;BITULAC;BITUSEALAC SR IMPRESSION;1985;;5;Chrysotile;;;
Peinture;BITULAC;BITUSEALAC STANDARD;1994;;1;Amiante;;;
Peinture;BITULAC;BITUSEALAC STANDARD IMPRESSION;1994;;1;Chrysotile;;;
PRODUCT;BITUMastic;BITUMastic;;;;;;;
PRODUCT;EURIDEP;BITUVINYL;;;;;;;
Peinture;EURIDEP;BITUVINYL 571/70;environ 1985;;7;Amiante;;;
PRODUCT;BLACKSON;BLACKSON HP NOIR;1981;3;Amiante;;;;
PRODUCT;STE CAOUREP;CAOUREP LM 77 77;;;;;;;
Liant;BITUMastic;COLISOL;environ 1991;1;Amiante;;;;
Béton bitumineux;SCREG;COMPOFLEX;sept-95;;1;Chrysotile;;;
Béton Bitumineux;SCREG;DRAINOFLEX;sept-95;;1;Chrysotile;;;
PRODUCT;BITUMES SPECIAUX;ENDOKOTE;;;;;;;
PRODUCT;BITUMES SPECIAUX;ENDOKOTE 465.92;févr-95;;1;Amiante;;;
Enduit bitumineux;BITUMastic;ENDUIT 360 P;environ 1991;;1;Amiante;;;Enduit
Enduit;TREMCO FRANCE (TRMCO ROOFING);ENDUIT BITUME ARME (BURMastic GLASS PLY);1994;;1;Amiante;;;
Enduit bitumineux;BITUMastic;ENDUIT R 10 AC;environ 1991;;1;Amiante;;;Enduit
Enduit bitumineux;BITUMastic;ENDUIT RR 25 WB;environ 1991;;1;Amiante;;;Enduit
Enduit;BITULAC;ENDUIT SL 10 VT;1995;;1;Chrysotile;;;
Enduit;BITULAC;ENDUIT TARPOX 1000 PA;1995;;1;Chrysotile;;;
PRODUCT;ETERNIT;ETER ROC CS;;;;;;;
Etanchéité;ETANCHEITE TEC. NOUV. APP. EMFI;ETILANE;juin-89;;3;Amiante;;;
PRODUCT;EVERITUBE;EVERMETIC;avr-84;;;;;;
PRODUCT;PONT A MOUSSON;EVERMETIC L;;;;;;;
Bitume;TREMCO;FIBERMAT;juin-94;;1;Chrysotile;;;
PRODUCT;BITUMES SPECIAUX;ISOLARM IGN MANUELL;;;;;;;
PRODUCT;BITUMES SPECIAUX;INSONARM 276.05;avr-95;;1;Amiante;;;
Enduit;BITUMES SPECIAUX;INSOLARM IGN 671.50 AIRLESS;juil-86;;1;Amiante;;;
Enduit;BITUMES SPECIAUX;INSOLARM IGN 671.50 MANUEL;juil-90;;1;Amiante;;;
Enduit;BITUMES SPECIAUX;INSOLARM IGN 671.50 PATEUX;nov-90;;1;Amiante;;;
Enduit;BITUMES SPECIAUX;INSOLARM IGN 671.65 ALU;févr-91;;1;Amiante;;;
Enduit;BITUMES SPECIAUX;INSOLARM IGN 671.65 MANUEL;juil-90;;1;Amiante;;;
Enduit;BITUMES SPECIAUX;PATEUX;juil-90;;1;Amiante;;;
PRODUCT;BITUMastic;INSONASTICS;environ 1991;;1;Amiante;;;
PRODUCT;BITULAC;POXECOAT PK 6 T1;1995;;1;Chrysotile;;;
PRODUCT;BITULAC;POXECOAT PK 6 T2;1994;;1;Chrysotile;;;
PRODUCT;BITULAC;POXECOAT PPA;1995;;1;Chrysotile;;;
PRODUCT;BITULAC;POXECOAT ST 6;1995;;1;Chrysotile;;;
PRODUCT;BITULAC;POXETANE 76;1995;;1;Chrysotile;;;
PRODUCT;BITULAC;POXETANE 160/02;1995;;1;Chrysotile;;;
PRODUCT;BITULAC;POXETANE EY FM;1995;;1;Chrysotile;;;
PRODUCT;BITULAC;POXETANE EY FM IMPRESSION;1995;;1;Chrysotile;;;
PRODUCT;BITULAC;POXETANE EY FM IMPRESSION CZ;1984;;5;Chrysotile;;;
PRODUCT;BITULAC;POXETAR ETP;1995;;5;Chrysotile;;;
PRODUCT;BITULAC;POXETAR STANDARD;1995;;1;Chrysotile;;;
PRODUCT;BITULAC;POXOLITH PK MA;1995;;1;Chrysotile;;;
PRODUCT;BITULAC;REVEPOXOL AL;1995;;1;Chrysotile;;;
PRODUCT;BITULAC;REVEPOXOL MA;1983;;5;Chrysotile;;;
Adhésif bitumineux;SEA;;1980;;5;Chrysotile;;;
Adhésif bitumineux;SB 112;1980;;5;Chrysotile;;;;
Adhésif bitumineux;SB 113;1980;;5;Chrysotile;;;;
PRODUCT;BITULAC;TARPOCOLOR 01 FINITION;1995;;1;Chrysotile;;;
PRODUCT;BITULAC;TARPOCOLOR 01 IMPRESSION;1995;;1;Chrysotile;;;
Peinture;BITULAC;TARPOX 150 SS 30 PA;1984;;5;Chrysotile;;;
Peinture;BITULAC;TARPOX 150 SS 40 PA;1995;;1;Chrysotile;;;
Peinture;BITULAC;TARPOX 160 KM;août-95;;1;Chrysotile;;;
Peinture;BITULAC;TARPOX 1000 PA;1995;;1;Chrysotile;;;
Peinture;BITULAC;TARPOX 1000 EV;1995;;1;Chrysotile;;;
Bois;;Bois;1945;;;;;;
Métal;;Métal;1945;;;;;;
sapin;;sapin;1945;;;;;;
chene;;chene;1945;;;;;;
FIBRO CIMENT;;FIBRO CIMENT;1997;;;;;;
